Customer ID,Customer Name,Last Name,Date of Birth,Sales,Year,Outlet Type,City Type,Category of Goods,Region,Country,Segment,Sales Date,Order ID,Order Date,Ship Date,Ship Mode,State,Postal Code,Product ID,Sub-Category,Product Name,Quantity,Discount,Profit
CUST000241,Stephanie,Barrera,1951-10-23,49172.95,2021,Large,Tier 1,Household Items,West,India,Consumer,2021-03-31,ORD000241,2021-02-04,2021-02-09,Same Day,Madhya Pradesh,462001,PROD000241,Buckets,Buckets - 291,6,0.33,9863.59
CUST000242,Joshua,Tran,1986-12-20,11023.22,2021,Large,Village,Dairy Products,South,India,Consumer,2021-03-09,ORD000242,2022-09-08,2022-09-15,Same Day,Uttar Pradesh,226001,PROD000242,Yogurt,Yogurt - 802,2,0.46,845.05
CUST000243,Gary,Greer,2009-08-29,3252.82,2022,Medium,Tier 1,Dairy Products,West,India,Corporate,2021-08-12,ORD000243,2019-09-13,2019-09-19,Second Class,Delhi,110001,PROD000243,Cheese,Cheese - 930,9,0.22,529.67
CUST000244,Jose,Bailey,1996-11-29,42717.41,2019,Large,Tier 1,Electric Appliances,West,India,Consumer,2020-01-05,ORD000244,2022-04-29,2022-04-30,Standard Class,Rajasthan,302001,PROD000244,Washing Machines,Washing Machines - 822,8,0.23,9490.57
CUST000245,Julie,Mcdonald,1997-01-07,16669.9,2022,Medium,Tier 2,Dairy Products,East,India,Corporate,2019-05-03,ORD000245,2021-02-17,2021-02-19,Same Day,Gujarat,380001,PROD000245,Yogurt,Yogurt - 230,7,0.3,1796.73
CUST000246,James,Black,2017-01-29,38860.02,2019,Medium,Village,Furniture,South,India,Corporate,2020-10-14,ORD000246,2023-06-03,2023-06-08,Same Day,Delhi,110001,PROD000246,Tables,Tables - 681,1,0.26,4443.58
CUST000247,Michael,Scott,1958-05-02,11385.32,2020,Large,Village,Electric Appliances,South,India,Corporate,2019-03-06,ORD000247,2020-06-29,2020-07-03,Standard Class,Gujarat,380001,PROD000247,Washing Machines,Washing Machines - 359,8,0.36,1708.12
CUST000248,Cynthia,Wilson,1964-03-29,2193.01,2019,Large,Tier 1,Sessional Fruits & Vegetables,South,India,Corporate,2020-04-22,ORD000248,2023-11-06,2023-11-11,Second Class,Maharashtra,400001,PROD000248,Apples,Apples - 259,2,0.23,332.76
CUST000249,Donald,Medina,1964-04-15,8920.71,2023,Small,Village,Sessional Fruits & Vegetables,East,India,Corporate,2023-06-03,ORD000249,2022-07-12,2022-07-19,Second Class,Punjab,160001,PROD000249,Mangoes,Mangoes - 550,4,0.22,1733.78
CUST000250,Michael,Wilson,1977-04-07,13352.44,2020,Small,Tier 1,Fast Food,West,India,Corporate,2020-03-08,ORD000250,2019-06-15,2019-06-21,Same Day,Rajasthan,302001,PROD000250,Burgers,Burgers - 614,3,0.05,3476.13
CUST000251,Amber,Wade,1996-05-02,28310.89,2019,Medium,Village,Fast Food,North,India,Consumer,2021-05-24,ORD000251,2022-07-24,2022-07-27,Second Class,Maharashtra,400001,PROD000251,Pizzas,Pizzas - 288,2,0.21,5060.47
CUST000252,Julie,Chavez,1970-05-19,29290.24,2020,Small,Village,Furniture,South,India,Corporate,2022-01-11,ORD000252,2020-03-07,2020-03-09,Standard Class,West Bengal,700001,PROD000252,Chairs,Chairs - 170,4,0.04,7737.38
CUST000253,Mark,Pineda,1950-11-09,17677.34,2021,Medium,Tier 1,Fast Food,North,India,Corporate,2021-09-17,ORD000253,2022-03-20,2022-03-24,Same Day,Madhya Pradesh,462001,PROD000253,Fries,Fries - 833,4,0.46,1364.86
CUST000254,Kathleen,Kirby,2010-04-22,47938.03,2021,Medium,Tier 2,Furniture,East,India,Consumer,2020-11-05,ORD000254,2019-10-08,2019-10-09,Standard Class,Tamil Nadu,600001,PROD000254,Chairs,Chairs - 631,4,0.41,7272.37
CUST000255,Lindsey,Mercer,1987-04-18,43980.6,2019,Small,Village,Dairy Products,West,India,Corporate,2020-12-02,ORD000255,2022-03-28,2022-04-04,Same Day,Delhi,110001,PROD000255,Yogurt,Yogurt - 918,2,0.38,7829.87
CUST000256,Anna,Mccoy,1999-11-26,14947.03,2019,Small,Tier 2,Fast Food,South,India,Corporate,2020-01-28,ORD000256,2020-05-31,2020-06-01,Same Day,Uttar Pradesh,226001,PROD000256,Sandwiches,Sandwiches - 512,6,0.26,2263.98
CUST000257,Robin,White,1995-02-05,37531.22,2023,Small,Tier 2,Electric Appliances,North,India,Corporate,2021-08-09,ORD000257,2020-04-23,2020-04-29,Standard Class,Karnataka,560001,PROD000257,Microwaves,Microwaves - 876,10,0.05,10115.08
CUST000258,Karen,Moore,2014-07-26,25907.71,2019,Medium,Village,Electric Appliances,South,India,Consumer,2023-07-13,ORD000258,2022-04-07,2022-04-14,Second Class,Maharashtra,400001,PROD000258,Refrigerators,Refrigerators - 723,2,0.03,4916.64
CUST000259,Dustin,Carrillo,2009-10-21,25231.68,2019,Medium,Village,Fast Food,East,India,Consumer,2021-09-26,ORD000259,2021-08-19,2021-08-21,First Class,Tamil Nadu,600001,PROD000259,Sandwiches,Sandwiches - 553,2,0.16,5168.68
CUST000260,Jessica,Decker,2011-01-23,31160.53,2023,Small,Village,Sessional Fruits & Vegetables,East,India,Corporate,2021-10-11,ORD000260,2020-10-01,2020-10-06,Second Class,Karnataka,560001,PROD000260,Apples,Apples - 657,7,0.33,5465.39
CUST000261,James,Miller,1950-01-03,5337.81,2021,Large,Tier 2,Fast Food,East,India,Corporate,2023-10-27,ORD000261,2021-12-23,2021-12-24,Standard Class,West Bengal,700001,PROD000261,Sandwiches,Sandwiches - 437,5,0.15,514.68
CUST000262,Calvin,Mullins,1975-09-15,32041.19,2021,Large,Village,Furniture,South,India,Consumer,2023-12-01,ORD000262,2020-02-06,2020-02-11,Second Class,West Bengal,700001,PROD000262,Beds,Beds - 701,1,0.04,4511.47
CUST000263,Karen,Johnson,1973-08-09,46777.19,2019,Large,Tier 2,Fast Food,West,India,Corporate,2020-11-14,ORD000263,2021-09-07,2021-09-14,First Class,Rajasthan,302001,PROD000263,Fries,Fries - 510,7,0.4,3817.71
CUST000264,Anthony,Brown,1990-06-21,22279.35,2021,Small,Tier 2,Sessional Fruits & Vegetables,South,India,Consumer,2020-10-26,ORD000264,2020-05-17,2020-05-20,Standard Class,Punjab,160001,PROD000264,Apples,Apples - 668,7,0.29,2580.96
CUST000265,Patricia,Garcia,1984-04-06,3018.6,2019,Large,Village,Electric Appliances,West,India,Corporate,2022-05-18,ORD000265,2022-12-18,2022-12-20,First Class,Delhi,110001,PROD000265,Refrigerators,Refrigerators - 486,9,0.36,531.67
CUST000266,Jimmy,Bailey,2011-03-06,14307.36,2021,Large,Tier 2,Electric Appliances,South,India,Corporate,2022-01-14,ORD000266,2023-02-07,2023-02-13,Second Class,Tamil Nadu,600001,PROD000266,Washing Machines,Washing Machines - 416,7,0.34,2513.62
CUST000267,Todd,Adams,1981-10-16,13929.2,2022,Large,Tier 1,Household Items,West,India,Corporate,2020-01-14,ORD000267,2019-07-07,2019-07-14,First Class,Delhi,110001,PROD000267,Detergents,Detergents - 292,2,0.37,1682.79
CUST000268,Alyssa,Waters,1981-09-15,3058.08,2021,Small,Village,Household Items,East,India,Consumer,2021-09-09,ORD000268,2021-10-01,2021-10-04,Second Class,Madhya Pradesh,462001,PROD000268,Mops,Mops - 894,7,0.5,188.43
CUST000269,Antonio,Cook,2008-12-17,15101.1,2023,Small,Tier 2,Dairy Products,North,India,Consumer,2021-08-31,ORD000269,2020-11-04,2020-11-06,Standard Class,Karnataka,560001,PROD000269,Cheese,Cheese - 549,9,0.07,3215.73
CUST000270,Kelly,Thompson,1967-11-15,36254.27,2023,Large,Tier 1,Sessional Fruits & Vegetables,West,India,Corporate,2021-10-01,ORD000270,2021-12-24,2021-12-29,First Class,West Bengal,700001,PROD000270,Tomatoes,Tomatoes - 705,5,0.36,3534.4
CUST000271,Nicole,Ramirez,2010-08-22,37653.51,2020,Medium,Village,Electric Appliances,West,India,Consumer,2023-05-06,ORD000271,2022-02-28,2022-03-01,Same Day,Delhi,110001,PROD000271,Fans,Fans - 872,3,0.06,10554.14
CUST000272,Maria,Proctor,1979-06-07,2575.21,2019,Small,Tier 2,Furniture,West,India,Consumer,2019-06-28,ORD000272,2023-12-03,2023-12-04,Same Day,Rajasthan,302001,PROD000272,Tables,Tables - 829,3,0.34,261.09
CUST000273,Austin,Le,1954-08-27,22268.19,2021,Large,Village,Furniture,East,India,Consumer,2021-08-22,ORD000273,2022-10-21,2022-10-22,Standard Class,Uttar Pradesh,226001,PROD000273,Sofas,Sofas - 813,2,0.14,5251.19
CUST000274,Carolyn,Walters,1979-04-04,23133.71,2022,Small,Tier 2,Fast Food,East,India,Corporate,2023-02-20,ORD000274,2023-02-15,2023-02-18,Standard Class,Gujarat,380001,PROD000274,Pizzas,Pizzas - 615,3,0.03,3976.39
CUST000275,Dominique,Diaz,1992-11-11,814.7,2020,Medium,Tier 1,Sessional Fruits & Vegetables,West,India,Corporate,2023-08-25,ORD000275,2019-08-25,2019-08-28,Standard Class,West Bengal,700001,PROD000275,Mangoes,Mangoes - 960,6,0.03,199.23
CUST000276,Matthew,Johnson,1966-09-16,363.59,2021,Large,Tier 2,Fast Food,North,India,Corporate,2019-08-17,ORD000276,2020-04-17,2020-04-18,Standard Class,Uttar Pradesh,226001,PROD000276,Burgers,Burgers - 768,5,0.38,31.39
CUST000277,Jeremy,Huang,1981-09-17,13357.43,2020,Small,Village,Sessional Fruits & Vegetables,East,India,Corporate,2022-02-09,ORD000277,2022-07-09,2022-07-12,Second Class,Maharashtra,400001,PROD000277,Apples,Apples - 168,4,0.08,1981.51
CUST000278,Maria,Davis,1952-03-03,29973.52,2023,Small,Village,Electric Appliances,North,India,Corporate,2021-02-07,ORD000278,2022-06-14,2022-06-17,Second Class,Gujarat,380001,PROD000278,Washing Machines,Washing Machines - 999,8,0.32,5207.52
CUST000279,Barbara,Calderon,2000-02-02,24154.01,2020,Large,Village,Fast Food,South,India,Corporate,2020-05-23,ORD000279,2021-10-10,2021-10-14,Second Class,Tamil Nadu,600001,PROD000279,Pizzas,Pizzas - 244,10,0.49,1628.86
CUST000280,Kyle,Robinson,1977-06-06,261.37,2019,Small,Tier 2,Furniture,South,India,Corporate,2020-03-14,ORD000280,2020-05-22,2020-05-26,Same Day,West Bengal,700001,PROD000280,Chairs,Chairs - 396,3,0.46,37.82
CUST000281,Eric,Holt,2016-12-26,41865.86,2021,Medium,Village,Sessional Fruits & Vegetables,East,India,Consumer,2023-05-08,ORD000281,2023-11-04,2023-11-08,Standard Class,Maharashtra,400001,PROD000281,Carrots,Carrots - 219,9,0.44,2614.84
CUST000282,Robert,Miller,1984-06-06,49048.02,2023,Medium,Tier 2,Sessional Fruits & Vegetables,West,India,Corporate,2023-05-14,ORD000282,2023-03-02,2023-03-04,Second Class,Uttar Pradesh,226001,PROD000282,Tomatoes,Tomatoes - 411,2,0.22,5445.83
CUST000283,Matthew,Oliver,1972-10-06,42931.13,2023,Medium,Tier 2,Dairy Products,North,India,Corporate,2019-05-25,ORD000283,2023-11-15,2023-11-21,Standard Class,Punjab,160001,PROD000283,Butter,Butter - 641,1,0.01,11329.67
CUST000284,Kristina,Poole,1970-08-30,43928.51,2019,Small,Tier 2,Furniture,North,India,Consumer,2022-06-28,ORD000284,2022-08-01,2022-08-05,Same Day,Delhi,110001,PROD000284,Beds,Beds - 549,1,0.47,4393
CUST000285,Aaron,Little,2011-12-13,2278.73,2020,Large,Tier 2,Household Items,North,India,Corporate,2019-08-13,ORD000285,2019-03-20,2019-03-26,Same Day,Maharashtra,400001,PROD000285,Mops,Mops - 947,10,0.12,473.01
CUST000286,Randall,Lopez,1988-05-11,43620.36,2020,Medium,Village,Household Items,West,India,Corporate,2019-07-12,ORD000286,2020-02-14,2020-02-20,First Class,Maharashtra,400001,PROD000286,Utensils,Utensils - 626,1,0.11,6184.27
CUST000287,Stephen,Ortiz,1992-07-14,17899.42,2021,Small,Tier 2,Fast Food,South,India,Consumer,2023-02-09,ORD000287,2022-06-12,2022-06-16,Same Day,Karnataka,560001,PROD000287,Sandwiches,Sandwiches - 285,6,0.41,2676.73
CUST000288,Mary,Powell,1996-01-16,4574.18,2022,Medium,Tier 1,Household Items,South,India,Consumer,2019-05-10,ORD000288,2021-04-07,2021-04-12,Same Day,Punjab,160001,PROD000288,Utensils,Utensils - 690,5,0.44,731.41
CUST000289,Gina,Mckinney,1992-12-02,16218.23,2021,Medium,Tier 1,Fast Food,North,India,Corporate,2022-05-31,ORD000289,2020-11-13,2020-11-20,Same Day,Gujarat,380001,PROD000289,Sandwiches,Sandwiches - 981,5,0.21,2784.21
CUST000290,Daniel,Thomas,1957-05-04,28355.86,2019,Small,Tier 2,Sessional Fruits & Vegetables,East,India,Consumer,2019-06-22,ORD000290,2019-03-21,2019-03-22,First Class,Punjab,160001,PROD000290,Mangoes,Mangoes - 510,10,0.34,5410.73
CUST000291,Joyce,Gonzalez,1996-03-19,7642.91,2021,Small,Tier 1,Electric Appliances,East,India,Corporate,2022-06-06,ORD000291,2019-04-16,2019-04-22,Same Day,Rajasthan,302001,PROD000291,Washing Machines,Washing Machines - 123,1,0.21,1751.16
CUST000292,Joseph,Stewart,1953-07-10,10298.55,2022,Small,Tier 2,Sessional Fruits & Vegetables,West,India,Consumer,2021-09-04,ORD000292,2023-02-04,2023-02-11,Second Class,West Bengal,700001,PROD000292,Mangoes,Mangoes - 544,5,0.08,2172.91
CUST000293,David,Jackson,1984-10-08,17961.43,2019,Small,Village,Electric Appliances,South,India,Corporate,2022-03-18,ORD000293,2019-06-06,2019-06-11,Second Class,Uttar Pradesh,226001,PROD000293,Washing Machines,Washing Machines - 349,4,0.44,2848.08
CUST000294,Luke,Cuevas,1950-12-21,16162.29,2022,Large,Tier 1,Sessional Fruits & Vegetables,West,India,Consumer,2019-12-09,ORD000294,2020-04-29,2020-05-03,Standard Class,West Bengal,700001,PROD000294,Mangoes,Mangoes - 597,6,0.49,2368.74
CUST000295,Mark,Murphy,1991-06-19,5912.95,2022,Medium,Tier 2,Electric Appliances,South,India,Consumer,2023-04-16,ORD000295,2021-05-04,2021-05-11,Standard Class,Uttar Pradesh,226001,PROD000295,Fans,Fans - 584,6,0.29,1235.49
CUST000296,Stephen,Smith,1986-07-19,14051.21,2019,Medium,Village,Electric Appliances,North,India,Corporate,2021-02-01,ORD000296,2020-06-30,2020-07-05,Second Class,Uttar Pradesh,226001,PROD000296,Fans,Fans - 286,10,0.42,1875.87
CUST000297,Carlos,Thompson,1984-06-19,38831.31,2020,Large,Tier 2,Household Items,East,India,Consumer,2022-12-16,ORD000297,2020-10-26,2020-10-29,First Class,Gujarat,380001,PROD000297,Mops,Mops - 197,3,0.38,3661.42
CUST000298,Randall,Johnson,1992-09-21,37180.16,2022,Medium,Tier 2,Sessional Fruits & Vegetables,South,India,Corporate,2023-04-16,ORD000298,2021-07-26,2021-07-28,First Class,Delhi,110001,PROD000298,Apples,Apples - 333,6,0.14,3874.27
CUST000299,Debbie,Jacobs,1997-11-30,21764.22,2023,Small,Tier 1,Household Items,South,India,Consumer,2020-01-04,ORD000299,2021-01-13,2021-01-14,Standard Class,Delhi,110001,PROD000299,Buckets,Buckets - 321,7,0.1,2293.92
CUST000300,Robert,Smith,1988-02-20,36110.57,2020,Large,Tier 1,Electric Appliances,South,India,Corporate,2019-10-03,ORD000300,2021-01-23,2021-01-25,Standard Class,Maharashtra,400001,PROD000300,Microwaves,Microwaves - 424,7,0.21,4857.25
CUST000301,Stephanie,Bentley,1977-09-24,38856.1,2022,Large,Village,Fast Food,North,India,Corporate,2020-12-26,ORD000301,2020-06-30,2020-07-01,Same Day,Madhya Pradesh,462001,PROD000301,Burgers,Burgers - 509,7,0.13,4687.28
CUST000302,Robert,Harrison,1950-02-17,47978.58,2019,Small,Village,Sessional Fruits & Vegetables,North,India,Consumer,2023-10-22,ORD000302,2023-04-15,2023-04-17,Standard Class,Uttar Pradesh,226001,PROD000302,Carrots,Carrots - 533,5,0.39,6773.02
CUST000303,Charles,Gill,2015-11-29,12921.03,2019,Small,Village,Dairy Products,South,India,Consumer,2019-11-29,ORD000303,2020-09-24,2020-09-25,Second Class,Punjab,160001,PROD000303,Yogurt,Yogurt - 830,1,0.14,1773.56
CUST000304,Christopher,Johnson,2013-09-30,23236.18,2020,Medium,Tier 2,Furniture,East,India,Consumer,2020-03-25,ORD000304,2021-08-15,2021-08-20,Second Class,Rajasthan,302001,PROD000304,Beds,Beds - 314,4,0.23,2995.08
CUST000305,Matthew,Thompson,1961-08-02,49088.14,2021,Large,Tier 2,Furniture,North,India,Corporate,2021-08-19,ORD000305,2022-08-15,2022-08-17,Standard Class,Rajasthan,302001,PROD000305,Tables,Tables - 437,4,0.28,6514.11
CUST000306,Zachary,Ortiz,1961-03-28,8343.8,2020,Small,Village,Sessional Fruits & Vegetables,South,India,Consumer,2022-08-07,ORD000306,2020-11-06,2020-11-09,Second Class,Punjab,160001,PROD000306,Apples,Apples - 875,1,0.39,1195.89
CUST000307,Phillip,Hill,1959-07-27,47308.32,2020,Medium,Tier 1,Sessional Fruits & Vegetables,South,India,Consumer,2019-08-19,ORD000307,2020-09-15,2020-09-20,Second Class,Punjab,160001,PROD000307,Carrots,Carrots - 819,6,0.14,9233.99
CUST000308,Melvin,Gross,2014-06-05,29431.29,2023,Large,Tier 1,Furniture,East,India,Consumer,2023-06-03,ORD000308,2021-07-13,2021-07-19,Second Class,West Bengal,700001,PROD000308,Sofas,Sofas - 474,3,0.48,3840.68
CUST000309,Crystal,Blanchard,1993-01-02,47007.32,2023,Small,Village,Fast Food,East,India,Consumer,2022-10-02,ORD000309,2020-01-04,2020-01-07,Same Day,Gujarat,380001,PROD000309,Burgers,Burgers - 333,4,0.19,10031.79
CUST000310,Anthony,Clarke,1956-01-26,8000.42,2019,Medium,Village,Household Items,East,India,Consumer,2019-09-02,ORD000310,2020-11-24,2020-11-26,Same Day,Punjab,160001,PROD000310,Utensils,Utensils - 615,10,0.24,1818.19
CUST000311,Edward,Copeland,1954-07-10,48221.88,2022,Large,Tier 1,Dairy Products,West,India,Consumer,2020-07-12,ORD000311,2023-10-13,2023-10-16,Same Day,Delhi,110001,PROD000311,Butter,Butter - 676,3,0.14,11501.08
CUST000312,Mark,Mcpherson,1956-06-09,28609.49,2023,Small,Village,Dairy Products,South,India,Consumer,2020-03-16,ORD000312,2020-04-06,2020-04-12,Second Class,Karnataka,560001,PROD000312,Butter,Butter - 889,9,0.24,4889.31
CUST000313,Danny,Bender,1989-12-18,31083.77,2023,Small,Tier 1,Electric Appliances,South,India,Corporate,2021-12-04,ORD000313,2021-04-08,2021-04-14,First Class,Uttar Pradesh,226001,PROD000313,Refrigerators,Refrigerators - 906,8,0.22,3790.98
CUST000314,Chelsey,Garcia,1992-07-03,24759.2,2019,Medium,Tier 1,Sessional Fruits & Vegetables,North,India,Consumer,2019-11-03,ORD000314,2022-01-01,2022-01-07,First Class,Delhi,110001,PROD000314,Tomatoes,Tomatoes - 347,5,0.12,2879.15
CUST000315,Douglas,Wilson,2015-09-04,49525.45,2020,Small,Village,Dairy Products,East,India,Consumer,2020-10-19,ORD000315,2023-06-19,2023-06-25,Second Class,Punjab,160001,PROD000315,Cheese,Cheese - 528,9,0.5,2975.06
CUST000316,Victor,Clayton,1994-04-19,19011.56,2020,Large,Tier 2,Sessional Fruits & Vegetables,West,India,Consumer,2020-10-20,ORD000316,2023-09-05,2023-09-09,Standard Class,West Bengal,700001,PROD000316,Apples,Apples - 921,9,0.49,1000.91
CUST000317,Darrell,Thompson,1974-07-07,16379.86,2019,Small,Village,Fast Food,East,India,Corporate,2021-03-27,ORD000317,2021-12-08,2021-12-11,Second Class,Madhya Pradesh,462001,PROD000317,Pizzas,Pizzas - 214,7,0.29,2320.15
CUST000318,Dylan,Anderson,1991-01-03,40973.5,2023,Small,Tier 2,Electric Appliances,East,India,Consumer,2022-01-18,ORD000318,2022-06-01,2022-06-08,First Class,Gujarat,380001,PROD000318,Microwaves,Microwaves - 857,6,0.41,4118.25
CUST000319,Donald,Mason,1964-09-30,20704.97,2020,Medium,Village,Furniture,West,India,Corporate,2019-12-29,ORD000319,2021-09-13,2021-09-18,Standard Class,Maharashtra,400001,PROD000319,Tables,Tables - 716,1,0.47,2029.17
CUST000320,Tyler,James,1972-06-10,28720.03,2020,Large,Tier 1,Household Items,West,India,Corporate,2020-02-12,ORD000320,2023-12-15,2023-12-20,Same Day,Tamil Nadu,600001,PROD000320,Mops,Mops - 382,8,0.45,3931.78
CUST000321,Andrew,Smith,1965-02-15,8568,2021,Large,Tier 1,Fast Food,North,India,Consumer,2022-08-12,ORD000321,2020-07-31,2020-08-04,Second Class,Gujarat,380001,PROD000321,Sandwiches,Sandwiches - 737,4,0.38,1397.04
CUST000322,Larry,Williams,1966-08-09,47862.97,2020,Small,Tier 2,Fast Food,East,India,Consumer,2020-12-12,ORD000322,2020-01-10,2020-01-11,Second Class,Maharashtra,400001,PROD000322,Pizzas,Pizzas - 242,5,0.36,7338.6
CUST000323,Robert,Lucas,1997-06-17,18166.53,2019,Large,Tier 2,Furniture,North,India,Corporate,2023-08-29,ORD000323,2022-05-12,2022-05-13,Same Day,Gujarat,380001,PROD000323,Sofas,Sofas - 930,2,0.1,4577.51
CUST000324,Phillip,Lee,1960-05-28,46946.6,2020,Medium,Tier 1,Dairy Products,West,India,Consumer,2019-09-28,ORD000324,2021-03-02,2021-03-07,Standard Class,Madhya Pradesh,462001,PROD000324,Butter,Butter - 893,4,0.32,9535.84
CUST000325,Chase,Smith,1960-01-30,20852.08,2023,Large,Village,Electric Appliances,North,India,Corporate,2023-01-23,ORD000325,2020-08-28,2020-09-03,Same Day,Madhya Pradesh,462001,PROD000325,Washing Machines,Washing Machines - 910,10,0.11,5063.97
CUST000326,Stephanie,Cole,2009-07-23,49195.79,2022,Large,Tier 1,Sessional Fruits & Vegetables,West,India,Consumer,2023-10-17,ORD000326,2023-10-12,2023-10-19,Same Day,Rajasthan,302001,PROD000326,Carrots,Carrots - 190,4,0.17,5743.86
CUST000327,Natalie,Wilson,2015-06-02,44994.1,2020,Medium,Tier 2,Household Items,North,India,Corporate,2019-09-01,ORD000327,2019-09-09,2019-09-13,First Class,West Bengal,700001,PROD000327,Detergents,Detergents - 964,8,0.1,9399.05
CUST000328,Susan,Fox,1994-07-17,31364.36,2022,Small,Tier 2,Sessional Fruits & Vegetables,South,India,Corporate,2021-02-26,ORD000328,2020-01-08,2020-01-10,Second Class,Maharashtra,400001,PROD000328,Carrots,Carrots - 272,6,0.18,6157.52
CUST000329,Brenda,Mcdaniel,1996-01-04,247.9,2019,Small,Tier 1,Household Items,South,India,Consumer,2022-09-01,ORD000329,2023-11-05,2023-11-11,Same Day,Uttar Pradesh,226001,PROD000329,Mops,Mops - 902,4,0.18,23.59
CUST000330,Richard,Key,1961-03-25,7277.82,2023,Small,Village,Fast Food,South,India,Consumer,2023-04-04,ORD000330,2023-10-01,2023-10-08,Standard Class,Delhi,110001,PROD000330,Sandwiches,Sandwiches - 412,10,0.38,1200.66
CUST000331,Belinda,Atkins,1965-10-26,6631.04,2019,Small,Tier 2,Fast Food,South,India,Corporate,2019-02-26,ORD000331,2022-04-22,2022-04-24,First Class,Uttar Pradesh,226001,PROD000331,Sandwiches,Sandwiches - 566,2,0.03,1227.63
CUST000332,Laurie,Green,1976-04-20,22316.85,2019,Small,Tier 2,Furniture,North,India,Corporate,2020-09-15,ORD000332,2019-11-21,2019-11-26,First Class,Gujarat,380001,PROD000332,Tables,Tables - 375,4,0.02,3446.59
CUST000333,Darryl,Hayes,1958-09-04,20346.4,2020,Medium,Village,Furniture,West,India,Corporate,2020-05-27,ORD000333,2020-11-21,2020-11-22,Same Day,Rajasthan,302001,PROD000333,Sofas,Sofas - 346,6,0.3,3028.49
CUST000334,Cassandra,Stevens,1981-03-25,28580.57,2021,Large,Village,Sessional Fruits & Vegetables,East,India,Consumer,2022-01-28,ORD000334,2019-04-03,2019-04-08,Second Class,Gujarat,380001,PROD000334,Apples,Apples - 526,9,0.03,5117.13
CUST000335,Zachary,Cooley,2000-02-24,31957.99,2022,Small,Village,Electric Appliances,South,India,Corporate,2021-07-01,ORD000335,2023-11-19,2023-11-20,Standard Class,Karnataka,560001,PROD000335,Fans,Fans - 933,9,0.42,3332.31
CUST000336,Heather,Burton,1969-05-18,20513.32,2022,Large,Tier 2,Fast Food,East,India,Consumer,2022-01-11,ORD000336,2022-01-10,2022-01-12,First Class,West Bengal,700001,PROD000336,Burgers,Burgers - 986,3,0.16,2902.75
CUST000337,Jasmine,Adams,1951-02-03,19978.61,2020,Small,Tier 2,Sessional Fruits & Vegetables,East,India,Corporate,2021-10-09,ORD000337,2020-10-21,2020-10-23,Standard Class,Karnataka,560001,PROD000337,Carrots,Carrots - 385,9,0.19,3804.52
CUST000338,Michael,Davis,2015-05-30,34131.65,2019,Large,Tier 1,Household Items,West,India,Consumer,2020-12-24,ORD000338,2020-07-23,2020-07-28,Standard Class,Gujarat,380001,PROD000338,Mops,Mops - 875,3,0.21,6988.07
CUST000339,Alyssa,Bowen,1978-01-12,22654.46,2022,Medium,Tier 1,Fast Food,East,India,Corporate,2020-05-01,ORD000339,2022-04-25,2022-04-30,First Class,Gujarat,380001,PROD000339,Pizzas,Pizzas - 427,6,0.29,4245.05
CUST000340,Jason,Green,1990-04-21,10838.19,2020,Small,Village,Household Items,East,India,Consumer,2019-08-12,ORD000340,2023-09-04,2023-09-08,Same Day,Gujarat,380001,PROD000340,Buckets,Buckets - 125,5,0.23,1102.31
CUST000341,Angela,Lee,2001-04-15,6935.1,2021,Small,Tier 1,Sessional Fruits & Vegetables,North,India,Corporate,2019-02-12,ORD000341,2020-08-14,2020-08-15,Second Class,Delhi,110001,PROD000341,Tomatoes,Tomatoes - 595,9,0.38,745.93
CUST000342,Casey,Jenkins,1997-04-23,371.72,2021,Medium,Tier 2,Fast Food,North,India,Consumer,2021-02-06,ORD000342,2019-01-23,2019-01-24,Standard Class,Delhi,110001,PROD000342,Fries,Fries - 881,4,0.07,59.4
CUST000343,Kathleen,Trevino,2000-07-20,32595.39,2020,Large,Tier 1,Sessional Fruits & Vegetables,East,India,Corporate,2021-11-06,ORD000343,2020-08-30,2020-09-04,First Class,Uttar Pradesh,226001,PROD000343,Mangoes,Mangoes - 721,10,0.38,3210.53
CUST000344,Joseph,Brown,2009-07-15,20801.68,2019,Large,Tier 1,Household Items,North,India,Corporate,2020-11-05,ORD000344,2023-04-23,2023-04-30,Standard Class,Karnataka,560001,PROD000344,Mops,Mops - 427,9,0.1,2833.13
CUST000345,Michael,Clements,2015-09-04,23280.38,2020,Large,Tier 1,Household Items,West,India,Consumer,2019-08-30,ORD000345,2022-03-04,2022-03-10,First Class,Gujarat,380001,PROD000345,Mops,Mops - 311,2,0.42,3081.76
CUST000346,Shannon,Morales,1988-05-04,32911.29,2023,Large,Tier 2,Fast Food,West,India,Consumer,2021-10-08,ORD000346,2021-12-05,2021-12-11,Same Day,Punjab,160001,PROD000346,Fries,Fries - 853,8,0.07,5127.84
CUST000347,Roger,Lewis,1992-04-27,8955.05,2022,Small,Tier 1,Electric Appliances,West,India,Corporate,2019-07-14,ORD000347,2023-04-25,2023-04-29,First Class,Delhi,110001,PROD000347,Refrigerators,Refrigerators - 807,3,0.21,1419.23
CUST000348,Ashley,Benjamin,1951-08-02,43044.02,2021,Small,Tier 2,Dairy Products,South,India,Corporate,2019-12-07,ORD000348,2023-09-11,2023-09-13,Same Day,Maharashtra,400001,PROD000348,Milk,Milk - 273,8,0.18,4221.48
